Product Name,Price,Description,Rating,RAM_GB,ROM_GB,Screen_cm,Rear_Camera_MP,Front_Camera_MP,Battery_mAh,Is_5G,Price_INR,Brand,Price_per_GB_RAM,Camera_Score,Value_Score,Price_Tier
"Samsung Galaxy M15 5G (Gold, 256 GB)","₹8,999",6 GB RAM | 256 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,6.0,256.0,17.07,50.0,8.0,6000.0,1.0,8999.0,Samsung,1499.8333333333333,58.0,4.000444493832648,Premium
"Samsung Galaxy M15 5G (Dark Red, 128 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.1,8.0,64.0,16.94,108.0,8.0,6000.0,1.0,8999.0,Samsung,1124.875,116.0,5.333925991776864,Premium
"Samsung Galaxy M15 5G (Dark Red, 256 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,8.0,128.0,17.07,108.0,16.0,5160.0,1.0,8999.0,Samsung,1124.875,124.0,4.587176352928103,Premium
"Samsung Galaxy M15 5G (Stardust Brown, 64 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,8.0,64.0,16.94,64.0,13.0,5160.0,1.0,8999.0,Samsung,1124.875,77.0,4.587176352928103,Premium
"Samsung Galaxy M15 5G (Stardust Brown, 128 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,3.9,8.0,64.0,17.02,64.0,8.0,5000.0,1.0,8999.0,Samsung,1124.875,72.0,4.44493832648072,Premium
"Samsung Galaxy M15 5G (Stardust Brown, 256 GB)","₹8,999",6 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,6.0,256.0,17.07,50.0,16.0,5160.0,1.0,8999.0,Samsung,1499.8333333333333,66.0,3.4403822646960776,Premium
"Samsung Galaxy M15 5G (Awesome Black, 128 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,3.9,6.0,128.0,17.07,50.0,8.0,5160.0,1.0,8999.0,Samsung,1499.8333333333333,58.0,3.4403822646960776,Premium
"Samsung Galaxy M15 5G (Awesome Black, 256 GB)","₹9,699",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.17 cm (2.7 inch) HD+ Display64MP Rear Camera | 32MP Front Camera6000 mAh Battery5G Snapdragon 4s Gen 2 Processor1 Year Manufacturer Warranty,4.0,4.0,128.0,17.17,64.0,32.0,6000.0,1.0,9699.0,Samsung,2424.75,96.0,2.474481905351067,Premium
"Samsung Galaxy M15 5G (Berry Blue, 64 GB)","₹9,499",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.1,6.0,64.0,16.94,50.0,16.0,5000.0,1.0,9499.0,Samsung,1583.1666666666667,66.0,3.1582271818086114,Premium
"Samsung Galaxy M15 5G (Berry Blue, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,16.76,108.0,16.0,5160.0,1.0,8999.0,Samsung,2249.75,124.0,2.2935881764640516,Premium
"Realme C63 (Flash Blue, 128 GB)","₹7,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,6.0,64.0,16.94,13.0,8.0,5000.0,0.0,7999.0,Realme,1333.1666666666667,21.0,3.750468808601075,Premium
"Realme C63 (Flash Blue, 256 GB)","₹6,999",4 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.9,4.0,32.0,16.56,8.0,5.0,5500.0,0.0,6999.0,Realme,1749.75,13.0,3.1433061865980854,Mid
"Realme C63 (Mint Green, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.6,4.0,64.0,16.51,13.0,8.0,6000.0,0.0,6999.0,Realme,1749.75,21.0,3.4290612944706385,Mid
"Realme C63 (Mint Green, 128 GB)","₹6,499",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.5,3.0,64.0,16.71,13.0,8.0,6000.0,0.0,6499.0,Realme,2166.3333333333335,21.0,2.7696568702877364,Mid
"Realme C63 (Mint Green, 256 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,4.0,64.0,16.56,13.0,5.0,6000.0,0.0,6499.0,Realme,1624.75,18.0,3.6928758270503153,Mid
"Realme C63 (Lake Blue, 128 GB)","₹6,299",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,2.0,32.0,16.56,13.0,5.0,4000.0,0.0,6299.0,Realme,3149.5,18.0,1.270042863946658,Mid
"Realme C63 (Lake Blue, 256 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,17.02,50.0,16.0,5000.0,0.0,9499.0,Realme,2374.75,66.0,2.1054847878724074,Premium
"Realme C63 (Berry Blue, 64 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.3,4.0,64.0,16.56,13.0,5.0,5500.0,0.0,6499.0,Realme,1624.75,18.0,3.3851361747961226,Mid
"Realme C63 (Berry Blue, 128 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.0,8.0,128.0,17.07,108.0,16.0,5000.0,0.0,8999.0,Realme,1124.875,124.0,4.44493832648072,Premium
"Realme C63 (Berry Blue, 256 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.8,4.0,64.0,16.51,13.0,5.0,6000.0,0.0,7499.0,Realme,1874.75,18.0,3.2004267235631416,Premium
"Realme C63 (Carbon Black, 128 GB)","₹6,699",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.56,13.0,5.0,6000.0,0.0,6699.0,Realme,2233.0,18.0,2.6869682042095837,Mid
"Realme C63 (Carbon Black, 256 GB)","₹6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,2.0,32.0,16.56,8.0,8.0,5500.0,0.0,6999.0,Realme,3499.5,16.0,1.5716530932990427,Mid
"Realme C63 (Sandy Gold, 64 GB)","₹9,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,17.07,50.0,8.0,5000.0,0.0,9499.0,Realme,2374.75,58.0,2.1054847878724074,Premium
"Realme C63 (Sandy Gold, 128 GB)","₹9,299",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display50MP Rear Camera | 13MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,6.0,64.0,16.76,50.0,13.0,6000.0,0.0,9299.0,Realme,1549.8333333333333,63.0,3.8713840197870737,Premium
"Realme C63 (Sandy Gold, 256 GB)","₹8,299",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,6.0,64.0,16.71,50.0,8.0,5000.0,0.0,8299.0,Realme,1383.1666666666667,58.0,3.614893360645861,Premium
"Realme C63 (Coral Blue, 128 GB)","₹6,499",4 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,32.0,16.94,13.0,8.0,5000.0,0.0,6499.0,Realme,1624.75,21.0,3.0773965225419295,Mid
"Realme C63 (Coral Blue, 256 GB)","₹9,299",6 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display108MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,6.0,256.0,16.76,108.0,8.0,5160.0,0.0,9299.0,Realme,1549.8333333333333,116.0,3.3293902570168834,Premium
"Realme C63 (Champion Gold, 64 GB)","₹7,499",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,3.0,64.0,17.02,32.0,8.0,6000.0,0.0,7499.0,Realme,2499.6666666666665,40.0,2.400320042672356,Premium
"Realme C63 (Champion Gold, 256 GB)","₹7,499",3 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,128.0,17.02,32.0,5.0,5160.0,0.0,7499.0,Realme,2499.6666666666665,37.0,2.064275236698226,Premium
"Realme C63 (Night Sea, 64 GB)","₹7,699",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,17.02,13.0,8.0,5000.0,0.0,7699.0,Realme,2566.3333333333335,21.0,1.9483049746720353,Premium
"Realme C63 (Night Sea, 128 GB)","₹7,299",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.71,50.0,5.0,5000.0,0.0,7299.0,Realme,2433.0,55.0,2.055076037813399,Premium
"Realme C63 (Night Sea, 256 GB)","₹8,699",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,8.0,256.0,17.02,108.0,13.0,5000.0,0.0,8699.0,Realme,1087.375,121.0,4.598229681572595,Premium
"Realme C63 (Oxygen Green, 64 GB)","₹6,699",2 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,2.0,64.0,16.71,13.0,8.0,4000.0,0.0,6699.0,Realme,3349.5,21.0,1.194208090759815,Mid
"Realme C63 (Oxygen Green, 128 GB)","₹6,499",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,3.0,64.0,16.56,13.0,5.0,6000.0,0.0,6499.0,Realme,2166.3333333333335,18.0,2.7696568702877364,Mid
"Realme C63 (Oxygen Green, 256 GB)","₹6,699",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,2.0,32.0,16.51,8.0,5.0,5000.0,0.0,6699.0,Realme,3349.5,13.0,1.4927601134497686,Mid
"Realme C63 (Sea Blue, 64 GB)","₹8,699",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,6.0,64.0,17.07,50.0,8.0,6000.0,0.0,8699.0,Realme,1449.8333333333333,58.0,4.1384067134153355,Premium
"Realme C63 (Sea Blue, 128 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,4.0,64.0,16.51,50.0,8.0,5000.0,0.0,8499.0,Realme,2124.75,58.0,2.3532180256500763,Premium
"Realme C63 (Sea Blue, 256 GB)","₹7,699",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,6.0,64.0,16.94,32.0,5.0,6000.0,0.0,7699.0,Realme,1283.1666666666667,37.0,4.675931939212885,Premium
"Realme C63 (Sunshower, 128 GB)","₹7,699",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,16.71,50.0,8.0,5000.0,0.0,7699.0,Realme,1924.75,58.0,2.5977399662293803,Premium
"Realme C63 (Sunshower, 256 GB)","₹7,699",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.4,6.0,128.0,16.51,50.0,5.0,5160.0,0.0,7699.0,Realme,1283.1666666666667,55.0,4.021301467723081,Premium
"Realme C63 (Marble Black, 128 GB)","₹7,999",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,3.0,64.0,17.02,13.0,8.0,5160.0,0.0,7999.0,Realme,2666.3333333333335,21.0,1.9352419052381549,Premium
"Realme C63 (Marble Black, 256 GB)","₹6,499",4 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.5,4.0,32.0,16.51,8.0,8.0,4000.0,0.0,6499.0,Realme,1624.75,16.0,2.461917218033544,Mid
"Realme C63 (Arctic White, 128 GB)","₹7,699",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,64.0,16.51,13.0,5.0,5000.0,0.0,7699.0,Realme,2566.3333333333335,18.0,1.9483049746720353,Premium
"Realme C63 (Arctic White, 256 GB)","₹6,699",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.94,8.0,8.0,5500.0,0.0,6699.0,Realme,1674.75,16.0,3.284072249589491,Mid
"Realme C63 (Glowing Green, 64 GB)","₹6,699",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,2.0,32.0,16.71,13.0,5.0,5000.0,0.0,6699.0,Realme,3349.5,18.0,1.4927601134497686,Mid
"Realme C63 (Glowing Green, 128 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,8.0,64.0,16.94,108.0,13.0,5160.0,0.0,8999.0,Realme,1124.875,121.0,4.587176352928103,Premium
"Realme C63 (Glowing Green, 256 GB)","₹8,999",6 GB RAM | 256 GB ROM | Expandable Upto 512 GB16.76 cm (2.6 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,3.9,6.0,256.0,16.76,108.0,16.0,5000.0,0.0,8999.0,Realme,1499.8333333333333,124.0,3.33370374486054,Premium
"Realme C63 (Stripe Black, 64 GB)","₹6,699",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,2.0,32.0,16.94,8.0,5.0,5000.0,0.0,6699.0,Realme,3349.5,13.0,1.4927601134497686,Mid
"Realme C63 (Stripe Black, 128 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.56,8.0,5.0,4000.0,0.0,6499.0,Realme,1624.75,13.0,2.461917218033544,Mid
"Realme C63 (Stripe Black, 256 GB)","₹6,499",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,3.0,32.0,16.56,8.0,8.0,4000.0,0.0,6499.0,Realme,2166.3333333333335,16.0,1.8464379135251576,Mid
"Realme C63 (Mocha Brown, 128 GB)","₹7,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,4.0,128.0,16.94,13.0,5.0,5000.0,0.0,7999.0,Realme,1999.75,18.0,2.5003125390673833,Premium
"Realme C63 (Mocha Brown, 256 GB)","₹9,299",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,8.0,128.0,17.07,50.0,8.0,5160.0,0.0,9299.0,Realme,1162.375,58.0,4.4391870093558445,Premium
"Realme C63 (Watery Blue, 64 GB)","₹7,699",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,6.0,64.0,17.02,32.0,8.0,6000.0,0.0,7699.0,Realme,1283.1666666666667,40.0,4.675931939212885,Premium
"Realme C63 (Watery Blue, 256 GB)","₹6,299",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.9,3.0,64.0,16.56,8.0,5.0,4000.0,0.0,6299.0,Realme,2099.6666666666665,13.0,1.9050642959199873,Mid
"Realme C35 (Flash Blue, 64 GB)","₹7,699",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,4.0,64.0,16.71,13.0,8.0,5160.0,0.0,7699.0,Realme,1924.75,21.0,2.680867645148721,Premium
"Realme C35 (Flash Blue, 128 GB)","₹8,699",8 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,8.0,64.0,16.94,108.0,16.0,5160.0,0.0,8699.0,Realme,1087.375,124.0,4.745373031382917,Premium
"Realme C35 (Flash Blue, 256 GB)","₹7,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,4.0,128.0,16.51,13.0,8.0,5000.0,0.0,7499.0,Realme,1874.75,21.0,2.6670222696359516,Premium
"Realme C35 (Mint Green, 128 GB)","₹7,299",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,4.0,64.0,16.51,13.0,5.0,5000.0,0.0,7299.0,Realme,1824.75,18.0,2.740101383751199,Premium
"Realme C35 (Mint Green, 256 GB)","₹8,699",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,3.9,8.0,256.0,17.02,64.0,16.0,5000.0,0.0,8699.0,Realme,1087.375,80.0,4.598229681572595,Premium
"Realme C35 (Lake Blue, 64 GB)","₹8,499",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.3,3.0,64.0,16.94,50.0,8.0,6000.0,0.0,8499.0,Realme,2833.0,58.0,2.1178962230850686,Premium
"Realme C35 (Lake Blue, 256 GB)","₹8,299",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,3.0,64.0,16.51,50.0,5.0,6000.0,0.0,8299.0,Realme,2766.3333333333335,55.0,2.1689360163875167,Premium
"Realme C35 (Berry Blue, 64 GB)","₹7,699",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,6.0,64.0,16.51,32.0,5.0,5160.0,0.0,7699.0,Realme,1283.1666666666667,37.0,4.021301467723081,Premium
"Realme C35 (Berry Blue, 128 GB)","₹8,699",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.0,6.0,64.0,17.02,108.0,8.0,6000.0,0.0,8699.0,Realme,1449.8333333333333,116.0,4.1384067134153355,Premium
"Realme C35 (Berry Blue, 256 GB)","₹6,499",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 5MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.94,8.0,5.0,4000.0,0.0,6499.0,Realme,2166.3333333333335,13.0,1.8464379135251576,Mid
"Realme C35 (Carbon Black, 128 GB)","₹7,699",3 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,128.0,16.51,13.0,5.0,5160.0,0.0,7699.0,Realme,2566.3333333333335,18.0,2.0106507338615405,Premium
"Realme C35 (Carbon Black, 256 GB)","₹7,999",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display32MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.71,32.0,5.0,6000.0,0.0,7999.0,Realme,2666.3333333333335,37.0,2.250281285160645,Premium
"Realme C35 (Sandy Gold, 128 GB)","₹9,299",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.0,4.0,64.0,16.94,50.0,13.0,5000.0,0.0,9299.0,Realme,2324.75,63.0,2.1507688998817076,Premium
"Realme C35 (Sandy Gold, 256 GB)","₹9,999",6 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.4,6.0,256.0,16.76,64.0,13.0,5000.0,0.0,9999.0,Realme,1666.5,77.0,3.0003000300030003,Premium
"Realme C35 (Coral Blue, 128 GB)","₹9,699",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 13MP Front Camera5030 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.4,4.0,128.0,17.02,50.0,13.0,5030.0,0.0,9699.0,Realme,2424.75,63.0,2.074440663985978,Premium
"Realme C35 (Coral Blue, 256 GB)","₹9,699",4 GB RAM | 256 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 32MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.4,4.0,256.0,17.02,64.0,32.0,6000.0,0.0,9699.0,Realme,2424.75,96.0,2.474481905351067,Premium
